Counting cache functions... Output every 1 seconds.
    HITS   MISSES  DIRTIES    RATIO   BUFFERS_MB   CACHE_MB
  999607   121594     3029    89.2%           24      19246
  985947   124610        0    88.8%           24      19246
  976055   123357        0    88.8%           24      19246
  998006   125523        0    88.8%           24      19246
  999048   125570       63    88.8%           24      19247
 1002211   125691        0    88.9%           24      19247
 1006106   125835        0    88.9%           24      19248
  998837   126244        0    88.8%           24      19247
  990450   125146       40    88.8%           24      19248
  992161   125939        0    88.7%           24      19247
 1008852   122778     3029    89.2%           24      19247
 1007884   126763        0    88.8%           24      19248
  998676   126260        0    88.8%           24      19247
 1010006   127254        0    88.8%           24      19247
 1014801   126955        0    88.9%           24      19247
 1006839   127533        0    88.8%           24      19247
 1008196   126907        0    88.8%           24      19247
 1016335   127376       33    88.9%           25      19247
 1009596   127442        0    88.8%           25      19247
 1031863   124957     3077    89.2%           25      19257
 1018169   128664        0    88.8%           25      19257
 1021204   128946        0    88.8%           25      19256
 1000326   126315      140    88.8%           25      19257
 1008931   126874        0    88.8%           25      19257
 1004741   125911        0    88.9%           25      19258
 1015823   127806        0    88.8%           25      19257
 1010711   127286        0    88.8%           25      19256
 1008338   126586       36    88.8%           25      19256
 1013128   127678        0    88.8%           25      19258
 1016506   122319     5249    89.3%           25      19258
 1013125   127981        0    88.8%           25      19257
 1004030   125986        0    88.9%           25      19259
  985088   124585        0    88.8%           25      19258
 1011045   127297        0    88.8%           25      19258
 1001363   126557        0    88.8%           25      19257
  998767   125875        0    88.8%           25      19257
 1003719   127348       33    88.7%           25      19258
 1010135   126359        0    88.9%           25      19258
 1013889   123715     3030    89.1%           25      19258
 1004364   126319        0    88.8%           25      19259
 1006697   126760        0    88.8%           25      19258
 1007391   127007        0    88.8%           25      19259
 1003321   125651        0    88.9%           25      19258
 1013926   127411        0    88.8%           25      19259
 1010895   127518        0    88.8%           25      19259
 1015918   127403        0    88.9%           25      19258
 1010618   126250       33    88.9%           25      19258
 1007245   126400        0    88.9%           25      19258
 1019925   124179     3029    89.1%           25      19260
 1009750   126939        0    88.8%           25      19259
 1010775   126813        0    88.9%           25      19260
 1014509   127320        0    88.8%           25      19259
 1003016   125793        0    88.9%           25      19258
 1014027   126829        0    88.9%           25      19260
 1005491   126841        0    88.8%           25      19260
 1015969   126880       33    88.9%           25      19259
  992510   124873        0    88.8%           25      19259
 1001951   121416     3030    89.2%           25      19260
  997028   125213        0    88.8%           25      19260
  987078   124824        0    88.8%           25      19261
  991974   124930       87    88.8%           25      19260
  998852   125733        0    88.8%           25      19260
  982940   123572        0    88.8%           25      19261
  998451   125108        0    88.9%           25      19262
  989097   123603        0    88.9%           25      19261
  997047   124598       48    88.9%           25      19262
 1007638   125238        0    88.9%           25      19261
  988113   119012     3030    89.3%           25      19261
  991669   124113        0    88.9%           25      19261
  998847   124989        0    88.9%           25      19261
  999211   124557       88    88.9%           25      19261
  981715   122463        0    88.9%           25      19262
  980019   122857        0    88.9%           25      19260
  993757   123911        0    88.9%           25      19261
 1002681   124931       37    88.9%           25      19261
  998143   124857        0    88.9%           25      19261
