Counting cache functions... Output every 1 seconds.
    HITS   MISSES  DIRTIES    RATIO   BUFFERS_MB   CACHE_MB
 1865325    43648    22129    97.7%           36      19077
 1809818    41154    22676    97.8%           36      19072
 1814753    41603    22048    97.8%           36      19066
 1800191    42653    22183    97.7%           36      19059
 1754379    42417    19901    97.6%           36      19054
 1810419    42612    22892    97.7%           36      19046
 1790730    42205    24332    97.7%           36      19041
 1789883    43953    21972    97.6%           36      19032
 1815069    42738    22502    97.7%           36      19025
 1805606    43277    32361    97.7%           36      19080
 1847999    42888    21937    97.7%           36      19073
 1834681    44121    21312    97.7%           36      19070
 1812414    42368    23666    97.7%           36      19063
 1800085    42934    22316    97.7%           36      19058
  851548    88200    59477    90.6%           36      18866
  709187    78547    80492    90.0%           36      18183
  898956    73362    78001    92.5%           36      18269
 1144275    72638    77072    94.0%           37      18569
 1210964    61587    73108    95.2%           37      19028
 1379876    62138    65200    95.7%           37      18909
 1407481    55642    70853    96.2%           37      18988
 1534387    55666    69708    96.5%           37      19029
 1542490    49701    68205    96.9%           37      18867
 1564887    47031    72845    97.1%           37      18974
 1629017    48620    38577    97.1%           37      19067
 1702964    48774    24307    97.2%           37      19060
 1701714    47126    20979    97.3%           37      19055
 1672701    47010    18560    97.3%           37      19004
 1738327    48320    23084    97.3%           37      19042
 1748695    50585    30089    97.2%           37      19097
 1761856    52786    22227    97.1%           37      19038
 1755422    50539    19983    97.2%           37      19086
 1779071    49058    20727    97.3%           37      19080
 1761964    48352    21323    97.3%           37      19075
 1697916    48850    23237    97.2%           38      18895
 1766421    48084    22414    97.4%           38      19062
 1750492    49708    20639    97.2%           38      19051
 1766402    51561    22680    97.2%           38      18898
 1711330    48909    34026    97.2%           38      19035
 1768976    45503    25408    97.5%           38      19069
 1785319    45473    21632    97.5%           38      19085
