Counting cache functions... Output every 1 seconds.
    HITS   MISSES  DIRTIES    RATIO   BUFFERS_MB   CACHE_MB
    1586        0        0   100.0%           17       4713
    6067        0     3041   100.0%           17       4713
    1597        0        0   100.0%           17       4713
    1611        0        0   100.0%           17       4713
    1610        0        0   100.0%           17       4713
    1619        0       33   100.0%           17       4713
    1599        0        0   100.0%           17       4713
    1596        0        0   100.0%           17       4713
    1598        0        0   100.0%           17       4713
    1584        0        0   100.0%           17       4713
    6075        0     3042   100.0%           17       4713
    1615        0        0   100.0%           17       4713
    1598        0        0   100.0%           17       4713
    1598        0        0   100.0%           17       4713
    1610        0        0   100.0%           17       4713
    1610        0       33   100.0%           17       4713
    1612        0        0   100.0%           17       4713
    1613        0        0   100.0%           17       4713
    1583        0        0   100.0%           17       4713
    1611        0        0   100.0%           17       4713
    6095        0     3043   100.0%           17       4714
    1611        0        0   100.0%           17       4714
    1617        0        0   100.0%           17       4714
    1646        0        0   100.0%           17       4714
    1602        0       32   100.0%           17       4714
    1611        0        0   100.0%           17       4714
    1625        0        0   100.0%           17       4714
    1585        0        0   100.0%           17       4714
